XID,How Long do you stay here,Project name,Review
R334945,2 Years,Unimont Aurum,This project's location is a very strong point. All the greenery and nature makes it one of the best projects in karjat. I'm glad that i own a flat and I am eagerly waiting for the possession.
R334945,2 Years,Unimont Aurum,One of the best project I have ever come across. It's nice and located in Green Zone (Karjat). Very fast construction and good supportive staff members. Always ready for help for any query. All the best and good luck 😀 …
R334945,2 Years,Unimont Aurum,The housing society and management staff are kind here and rooms are also good. I liked it.
R334945,2 Years,Unimont Aurum,"Wonderful Project in an upcoming area of Karjat. The Unimont team of Vikas, Mahesh, Jayesh,sameeksha.... Etc were very helpful ,supportive, organised throughout our procedure of booking the flat. Looking forward to have the project completed on time and spending some time at unimont Aurum."
R334945,2 Years,Unimont Aurum,One of the best project in khopoli If you think of taking home in khopoli don't even think of any other project Sales executive Mr Sachin Gawade is a nice personality and he knows how to convince people
R334945,2 Years,Unimont Aurum,"According to Santosh Yadav, UNIMONT AURUM is one of the best building projects from Mumbai to Karjat which is complete with all amenities. In today's time, everything is cheaper than all the amenities and the common man can buy according to his budget. All the staff of UNIMONT AURUM are very polite and heartily SUPPORTIVE. I have seen family warmth among them with all the clients so I also booked 2 BHK. Which is full of all amenities. Manish sir, Shardul sir, Akash sir, Jayesh sir and Samiksha ji, all these people are very practical and kind, for whose cooperation I heartily thank."
R334945,2 Years,Unimont Aurum,Calm Location and surrounding. Good experience from their Site visit. Prices are affordable for the list of amenities & facilities they are providing.
R334945,2 Years,Unimont Aurum,This is the one of best project in karjat . And location is good . I think this right time to invest in this location. Price will be double after local train start between karjat and panvel and alibagh virar corridor
R334945,2 Years,Unimont Aurum,"Good quality and good experience .Karjat's lavish and luxurious project, nice experience at Unimont Aurum. As Karjat is well known for it's pleasant nature , trekking points and picnic spots."
R334945,2 Years,Unimont Aurum,Best project with world class amenities in karjat. Location is superb with all the facilities around
R334945,2 Years,Unimont Aurum,"This is the best project i have ever seen.the best location ,shcool/college ,railway station , petrol pump are all closest to society . I'm very happy to get a flat there"
R334945,2 Years,Unimont Aurum,"Will sum up my experience regarding project in 5 points- Superb location , excellent build quality , modern amenities , reputed builder , extremely supportive and prompt staff !"
R334945,2 Years,Unimont Aurum,Unimount project one of the best project. Staff is always been polite and helpful. I m grateful to everyone related to it . All the best keep it up.
R334945,2 Years,Unimont Aurum,I had exceptional experience with unimont Aurum recently during my visit. Jayesh kadu was excellent in customer service. Very proud of being part of unimont family. Staff in office was very warm and cordial. Would refer friends to unimont.
R334945,2 Years,Unimont Aurum,"Nice Location, near to nature,good construction quality,nearby to karjat railway station,helpful staff "
R334945,2 Years,Unimont Aurum,It was great experience with Unimont. All staff are so supportive. They are giving clear information about flats and amenities. Over all amazing experience.
R334945,2 Years,Unimont Aurum,Very nice project in karjat for residential purpose Nice and fast construction.supportive and professional staff.
R334945,2 Years,Unimont Aurum,"This project is one of best project of karjat, fully luxuries within Municipal corporation of karjat and having 30 + Amenities with afordable price...."
R334945,2 Years,Unimont Aurum,Very nice project in karjat for residential and investment purpose Nice and fast construction Nice guidence from Unimont staff
R334945,2 Years,Unimont Aurum,Nice and pollution free location. Panvel karjat new railway line will boost demand for this location. Thanks Unimont for such Best deal.
R334945,2 Years,Unimont Aurum,"Nice location, trusted name with motivated and helpful staff gives you such a wonderful experience not only of purchasing home but to be a part of unimont family."
R334945,2 Years,Unimont Aurum,"Value Homes within budget excellent location, children friendly amenities Truly Khushiyon ka address."
R334945,2 Years,Unimont Aurum,great experience with the team very good and helpful staff one of the best project in karjat
R334945,2 Years,Unimont Aurum,"One of the best project, staff is very helpful and polite, fantastic construction quality."
R334945,2 Years,Unimont Aurum,Good construction quality and nice project in karjat budget home
R334945,2 Years,Unimont Aurum,A project which calls heart of Karjat. Absolutely at good location with essential amenities for residentials.
R334945,2 Years,Unimont Aurum,Very good project and extremely superior service... best place to have your home !!👌🏻 
R334945,2 Years,Unimont Aurum,Good location.. affordable Price with Good ameniities....
R334945,2 Years,Unimont Aurum,"Calm location surrounded by greenery with easy traveling connectivity, staff is really helpful too"
R334945,2 Years,Unimont Aurum,This project are the best segment of Affordable housing with luxurious aminites in karjat.
R334945,2 Years,Unimont Aurum,"excellent property,Beautiful location. Good landscaping. Excellent structure.professional staff."
R334945,2 Years,Unimont Aurum,Unimont Aurum is Lavish and luxurious township property in karjat it's so best project .
R334945,2 Years,Unimont Aurum,Good location near to railway station best luxurious project in Karjat.
R334945,2 Years,Unimont Aurum,Great project and they have amazing sales and after sales support.
R334945,2 Years,Unimont Aurum,It's a awesome project done by unimont... Very lowest price...
R334945,2 Years,Unimont Aurum,"Good location, friendly staff and quality construction"
R398777,2 Years,ARR Avencia,"Liked the plans. Spacious Bedrooms and clean layouts. Reasonable Price. While close to the main road, has privacy with greenery around."
R398777,2 Years,ARR Avencia,Good vision and liked their planning and quality.
R398777,2 Years,ARR Avencia,Good community with required amenities.
R441241,2 Years,Sudarshan Paradise,Parking issue for not-reserved owners. No specific 4w parking for visitor/guest. Good thing is everything is near by.
R441241,2 Years,Sudarshan Paradise,"Best part is everything is near by Rest nothing good about society.Old building ,No proper administration,Every week lift issue and ppl stuck in lift.Observed recently in 2K19"
R441241,2 Years,Sudarshan Paradise,"Only indian toilet,corporation water stops at any time,bore well availiable"
R387272,2 Years,Paryavaran Complex Floors,"Absolutely wonderful stay! The homestay was cozy, clean, and perfectly situated in a peaceful neighborhood. The hosts were incredibly welcoming, going above and beyond to ensure we had everything we needed. The room was spacious, with thoughtful touches that made us feel right at home. We loved the homemade breakfast – fresh, delicious, and the perfect start to our day. The surrounding area is beautiful, with easy access to local attractions. We couldn’t have asked for a better experience and will definitely be returning on our next visit. Highly recommend!"
R387272,2 Years,Paryavaran Complex Floors,"Buildings are pretty old, unmaintained. Extremely haunted and creppy at night. Flat Rents are pretty high. Flats are not upto the rent they claims and Flat owners are very exploitative. If anyone is planning for getting any rental flat here please think twice before finalize."
R387272,2 Years,Paryavaran Complex Floors,Unmaintained building with lots of stray dogs and litter everywhere.
R387272,2 Years,Paryavaran Complex Floors,No water supply
R337519,2 Years,Risland The Ace,"Excellent location, Latest technology, Good Amenities, Excellent construction and reasonable price compared to what others charge with same quality in Perungudi / Kandanchavdi. The prices will shoot up after Metro starts and once the Eco-park comes. To be frank the rates are rising as there are no good ready to occupy projects nearby and Appasamy and Casa Grande will take at least 3 or more years to handover. At Ace, there were lots of issues and few still exist like any other builders. But, being an international builder, they have not compromised on construction, safety and systems are well provided and taken care of. The Mivan construction is itself the Best technology now, on which The Ace, by Risland is constructed. All rooms, hall, kitchen are well planned and quite spacious, compared to many Indian builders. At The Ace, the handing over has begun and rates shot up to 12k per sq. Ft here(all inclusive except interiors). The Neighbour Brigade at WTC is charging almost 18k per sq. Ft. Appasamy at Kandanchavadi is almost 15k to 16k per sq. Ft and so is Casa Grande. Also, these constructions are touching the main road hence you may be affected by heavy noise and air pollution. The East side of ACE apartments is very Good with excellent view. A cool breeze, and clean air flows throughout the day. As we enter the building premises, we get positive vibes, which is very good. The sea view from top is a delight and dream of many, which is worth its price. Since, it's located 300mtrs inside from the OMR main road, there is zero noise pollution. Two good schools and all household items available at hand reach distance. D'mart is just 200mtrs away as a huge departmental store on same road. On the whole, I believe, The Ace is a wise decision for investors as well as the residents, and for those who still have doubts, only time will tell the story..."
R337519,2 Years,Risland The Ace,"Staying here for last 4 months. As a resident/tenant, it is getting worse. There are two different teams managing Ace. One is the maintainance office run by Knight Frank. Second is security team who is responsible for a bunch of maintenance activities like debris clearance etc. The whole placed is covered with packaging material, construction debris and garbage. Both parties don't seem to take responsibility. It has gotten so bad that in the first few months of handover itself, residents are collecting money among themselves to clear debris and garbage. This is for something that the builder and maintenance office should do. If the first few months are any indication, then things are going to get worse only."
R337519,2 Years,Risland The Ace,After sales service queries response by admin team is really bad and needs improvement. 6 months passed and stil the electricity connection isn’t on individual names. Queries aren’t attended or answered.
R337519,2 Years,Risland The Ace,"I own a unit in b block of Ace risland project. We recently got the handover from risland. We found a lot of minor concerns in the unit which was conveyed to the risland management team on 24th December during the handover. They took one of the keys and told us that the concerns will be addressed in a couple of days and we will get the key back after that. It's been more than 2 weeks now and I haven't heard back from them yet. I have been reaching out to everyone I know in the management (Mariyam, Prasad, Ashwini) but no one is picking up my call or replying to my texts. They postponed the handover by a year and a half. Finally we thought we got the unit but now this patch work delay is putting us in a difficult position. It has been a 1.5 years of frustration filled experience with Ace risland. I should not even give a 1 star review."
R337519,2 Years,Risland The Ace,"Given a choice, if I had to do this again, I will not go with Risland. My experience has been a mixture of good and bad. My overall impression is not satisfactory."
R337519,2 Years,Risland The Ace,"Sales team is very bad.They are not allowing to see our flat even after we have given 95% amount.we have booked in June 2022.At that time they didn't talk about GST.But handing over time they are asking 18%GST for EB,Sewage,water and also for maintenance charges.Government had exempted GST for EB,Sewage now.Regarding Maintenance charges,High Court had banned collecting GST from flats which are paying monthly Rs7500 and below that"
R337519,2 Years,Risland The Ace,Excellent work done by CRM team and Admin teams during hand over process. Very happy that i am part of this wonderful community and looking forward for the lifestyle living.
R337519,>3 Years,Risland The Ace,One of the worst Customer support system Ive ever seen. Very inactive and useless. Mariam and team is entirely clueless on handing over projects and no response or apologies whatsover. False delivery dates and false promises.
R337519,>3 Years,Risland The Ace,Thank God I escaped...I had enquired in 2022 but did not proceeded further.. don't know why these kind of builders playing with common people..
R337519,>3 Years,Risland The Ace,CRM office response not grateful. Visitors has to wait according to their free time.
R337519,>3 Years,Risland The Ace,"Getting closer in completing the project. Looks like tremendous work is being taken care so far. Looking forward to see one of icon landmark in Perungudi. Adding to this project if dump yard gets cleaned up with water reservoir, Eco park and metro coming in near future. No wonder to have the best place yo live."
R337519,>3 Years,Risland The Ace,"wait for cheaper resale properties which will come after handover as people who have booked earlier will reap the profit; be ready with funds, good building."
R337519,>3 Years,Risland The Ace,"I want to share the very worst experience we had with this building. We booked a flat in 5th floor and then came to know there was a garbage behind the building. They did not allow us to see any floors as they knew the smell is very bad in the open areas. We paid the advance amount of nearly 10 lakhs and when we came to know about this problem we wanted to cancel the building, they did not give back the amount. Inspite of knowing it is very bad for people’s health they have built a high floor building there and did not let us know the truth also. Please be very very careful with the sales persons. Especially Rakesh, he will manipulate things and make us pay the amount. Also, they will force us to sign the agreement very soon so that we will get trapped. I am sharing this experience because no one should get cheated by them. They are constructing this building from 2017 and still its not sold out because there were many legal approvals pending because of this issue. Be very careful before giving your money."
R337519,>3 Years,Risland The Ace,"Well developed residential project, easily accessible to OMR"
R337519,>3 Years,Risland The Ace,"Not allowing to see the project. Their attitude is very worst. Don't go for this project. They are very rude in getting money from us. If u made advance for the project. Then u can visit your proposed flat at any day. But they are not allowing. We should get prior permission. This is totally ridiculous. After you buy also if they tell like that, then you should wait and go for your own flat????? Think twice before you decide."
R337519,>3 Years,Risland The Ace,Today i had took possession in ace risland . Thanks mariyam and team for tremendous efforts you have done for smooth handover.
R337519,>3 Years,Risland The Ace,"Worst & Rude behavior by customer care manager,not mentioning the name.After spending so much of your hard earned money & the way they treat their clients is unbearable."
R337519,1 Year,Risland The Ace,"It was an wonderful experience with ACE, especially with the CRM team lead by Mrs.Mariam. I really appreciate each and every quantum of support since the beginning of purchase till we complete our Registration was amazing. I could not articulate in my words because the way the entire her team (Thameem) supported me and continue the same even today is really wonderful and handling the customers with due respect and polite in responding to the queries are really heart touching. I once again render my heartful wishes to this team and continue to the best in the upcoming days till the final handover. Thanks Rajagopalan S"
R337519,1 Year,Risland The Ace,"The project looks good. The surroundings are very promising. The sales team was excellent. My only issue was that the elevation of this building looks too simple. A few design inclusion would make it an excellent looking property but I don't think the promoter would look into it now. Looks to simple and box like. They must look at midrises in Hyderabad, Bangalore and Kochi or even their own properties abroad and incorporate that ."
R337519,1 Year,Risland The Ace,"Fantastic project, quiet loved the design and the construction. Came across here through a friend and he is right, its very spacious. Nice hospitality and atmosphere. Mr.Imfas has explained everything very thoroughly. I am very happy with service and quality. Hope we will go for it if the budget suits me😊"
R337519,1 Year,Risland The Ace,"No transparency. Too much of customer unfriendly. Good attitude till sale deal , arrogant attitude afterwards. The sales head Karthik, says he is the superior boss and no one above him in India - they way he talks is totally unacceptable. He says I have to talk to some one in china. Pathetic. Not allowing to see the apartment - even after claiming they completed 95%."
R337519,1 Year,Risland The Ace,"I remember posting review about this project and received 20+ up votes for my review. Not surprised to see that they deleted the map and created new one and filled with fake reviews as overall project review rating was below 2.5. You should be curious and find out why they deleted location and created new one. Project was supposed to be handed over by now. Probably they did not receive enough booking to continue. Now coming to project: it’s very expensive compared to the location and facilities. Worst part is project is on the way of famous dump yard and every 20-30min at least one garbage truck will pass through the road in front with nice aroma 😀and through out the day you will get nice aroma and flies. During rainy season, you can’t keep your window open due to flies and bad smell. Don’t book the project without looking at all these aspects of that area. Please visit the place before booking."
R337519,1 Year,Risland The Ace,"I booked a 2BHK flat in this project. Excellent location and very close to schools and colleges and OMR also. Construction quality and amenities provided by them are good . Support of staff and Sales team is very good and Staff are very Polite, approachable .My special thanks to Sandeep and Thameema and other staff KVS Seetaram"
R337519,1 Year,Risland The Ace,"I did a lot of research about buying an apartment on OMR. Then I stumbled upon Risland ACE. I booked an apartment in Tower A and I just couldn't be happier about my decision. Right from the walk in, sales people were so courteous and transparent. Experience centre shows exactly what we can expect from the apartment. I am just grateful that I have found an apartment like this to live a dream life. Thank you Ace!"
R337519,1 Year,Risland The Ace,This is the potential home unit which would earn good name from consumers for their home units. Spec is encouraging . Their experience centre displays the easiest way to get the complicated technical stuffs . Staffs are well supporting for any questions. They want to creat milestones in terms of quality spec with less cost. Time of readiness is to be taken care by risk management. They also support easy access to bank channel.
R337519,1 Year,Risland The Ace,"Right the word go, when you visit this site you get a delightful experience and the service is amazing which is still continuing. Being myself a sales person for over 25 years, I strongly recommend for the value addition you get from strong team. Especially, Ismail and Kartik have exceptional patience and adding value to the whole exercise. After all, we are investing our life..."
R337519,1 Year,Risland The Ace,"I came across this wonderful project few weeks ago! I see that, the developer has definitely the courage to bring such a project with nice specs and ambience which I think should have ideally been inside the city!! I see value for money!"
R337519,1 Year,Risland The Ace,"The property is at a Prime location. Sales team was clear in explaining and identifying the right flat as per our requirement. They suggest you the right options and guide you through the complete procedure. Mr. Karthick & Mr. Praveen were very helpful and was completely cooperative. Overall, it looks like a great project with modern facilities and amenities.. 👍"
R337519,1 Year,Risland The Ace,"Good project with quality construction. Very spacious apartments with premium amenities. Quite near to my work place, SP Infocity. In fact it is in close proximity to many IT parks, hospitals and schools. BSR mall is nearby too. So overall a good location. We had a good experience of site visit. The staff were very hospitable and professional. A special mention to Mr. IMFAS, who explained all aspects of the project and patiently cleared all our doubts."
R337519,1 Year,Risland The Ace,"I too had Plan to buy Property in Ace - It was almost done and showed Interest to rep there about what layout I like , but day I visited to finalised ( this In duration 20-28 days max) price they hike price by 30% and started giving wage reason so to all be careful they will play around not a trust worthy organisation. They said you do the booking but refund is not possible in case you cancel ( RERA also says if customer cancels they have to return ) be careful while dealing - at the end decision is your - be safe “ not a trust worthy organisation - I too felt cheated"
R337519,1 Year,Risland The Ace,"I have visited Ace project last week with my family member. They were impressed with the kind of gesture given by the staff member. Well trained professionals and updated with the markets . And Good looking office setup , following guidelines of covid . Key location with all the facilities like hospital college , school on the OMR . If your looking for the flat with gated community this is for you with moderate budget"
R337519,1 Year,Risland The Ace,"Risland is one of the best project in OMR with all facilities nearby. The project is well connected to schools, hospitals shopping malls and IT. Sales persons are trained professionals and very polite. One of the best gated community to invest and best location to choose."
R337519,1 Year,Risland The Ace,"Excellent project by Risland. One of the best project at OMR. It has all the major facilities and IT hubs nearby. Construction quality is so attractive and lucrative because of their construction methodology, and the life time warrenty for the building. It has ample of amenities with lot of open areas (Mainly the OSR). Got impressed with the specifications what they have used for the delivery standard."
R337519,1 Year,Risland The Ace,"Have visited the property last week. Impressed with the kind of delivery standards which they are providing! Prominent location with all the facilities like schools, hospitals and commercials. One of the best gated community high-rise project should be looked on OMR👍🏻"
R337519,1 Year,Risland The Ace,"The Ace is a project that has good connectivity to OMR. Lot of retail shops, good schools, hypermarkets and mall in the vicinity. Good value for money buy for investors and nice complex to live in too."
R337519,1 Year,Risland The Ace,"Risland the Ace in Perungudi, Chennai South by Risland India. My strict advise to others is to stay away from this for the below reasons: 1. They don't have business ethics. They force you to pay the application fees and they donot even tell you that it is non-refundable. Their sales team will tell you full of lies. Their main aim is to collect advance from you, which is non refundable. 2. The property is situated in the middle of garbage dump yard and if you buy there, you will need to live with bad smell for rest of your life. 3. The construction proposal is not a satisfactory. They will tell full of lies about construction quality. Dont fall prey to their lies and unreasonable clauses. Dont pay any advances, they will run away with it. Dont even enter their premises. You will regret if you buy here."
R337519,1 Year,Risland The Ace,On the overall the location is decent and the project shows consistent development. The best part is the value of the property that I was able to finalize - thanks to the sales team - it definitely helped me in deciding on this property
R337519,1 Year,Risland The Ace,"I was searching for a good investment in the right property since last 1yr, at the end we found right one ...such a good environmental nd more amenities. We were seen some properties on the way and having many questions in our mind while sightseeing. But the professional in site has addressed our each and every question and educated us. Mr. Rakesh in site explained project Developments and future development with required proofs. We were convinced with his answers and we believed we took right decision and at last we purchased. Now we are really happy... To say this... Ll definitely suggest to my friends nd relatives. Thank you for the great support and keep working hard."
R337519,1 Year,Risland The Ace,"Property at best price available in perungudi with lot of future scope. One of the best construction technology they are coming up with for long durability. I have visited many properties in last two months, Ace is the property where I got full details and respect. 300m away from omr road, chaitanya and bvm schools nearby and upcoming metro at walkable distance, the property is going to be the best investment opportunity. Properties bang on omr road effects the residents exposure to open air and costed heavily."
R337519,1 Year,Risland The Ace,I almost finalised this project and was ready to pay advance. They said it’s a MNC company and from my side I checked the facts. I couldn’t find even a single proof. I asked the staff for evidence but they never gave any proof and tried to convince me that RERA will protect me. I don’t feel it’s a genuine real company. I also heard from other marketing agents that they will never deliver the project to its customers.
R337519,1 Year,Risland The Ace,"As many of my colleagues commented on the location being a drawback, I decided to visit the site in person last week. Contrary to what people think, the location wasn't bad and instead, I spotted reasons to support the location of Ace project with worth-mentioning proximity advantages. It's located perpendicular to the Perungudi toll plaza amidst the developed region of OMR. BSR mall was just a 2 minute drive across and the site of its own had stupendous development circumferencing it's location. The model flat was really good. Staffs were polite and welcoming."
R337519,1 Year,Risland The Ace,It's the worst location .. There will be foul smells since the building is very near to the dump yard and sewage treatment plant.. And I beleive the location has a good view of the dumpyard and the sewage treatment plant since it is a high rise building. I have been there in a nearby apartment around 500m(away from dumpyard and sewage plant) from this apartment and guess what! even in my old apartment we had these foul smells during rainy season. Which not welcoming 🤢
R337519,1 Year,Risland The Ace,"Location is very close to dump yard and Perungudi STP. You can't breathe clean air at any point of time. Road for this property, corporation salai is not repaired for 2 years and it resembles testing track Mars. More scientific data could be found in Times of India, 2nd Sep issue, page 4. We live on this road. Our builder promised moon that dump yard would be closed (in 2016) and sewage tanker will move to Sholinganallur. Nothing happened in 6 years. Seevaram area in Perungudi, where our property and this one is located is worst place to settle."
R337519,1 Year,Risland The Ace,"Finally... My best selection by far to invest my hard earned savings when comparing my other shortlisted choices. Liked the Sales guy Imfes, really assistive in answering my queries, and unbiased when deeply taking me through every aspect of this project. Can't wait to see my own Ace home.."
R337519,1 Year,Risland The Ace,"Key location near the first toll of OMR and approx 200 m off OMR.Less traffic and peaceful gated community. Connected to the city and surrounded by schools, colleges, IT parks, Hospital ,etc.Good value for money."
R337519,1 Year,Risland The Ace,"First time in Chennai Risland a Hong Kong based property developer are constructing a massive project ACE bang on perungudi,omr main road. A PRIME location. Well connected to schools, hospitals shopping malls and IT offices.Good quality construction. Done a site visit at ACE .found the salesperson very polite and good in presenting the project.loved it. wonderful experience"
R337519,1 Year,Risland The Ace,Risland the Chinese company. No ethics. Cheated me. Please be careful before buying. Now they are putting fake reviews. Please think 10 times before investing on this. Cheated me on money.
R337519,1 Year,Risland The Ace,"Though location is kind of ok if the project...they weren't able to answer quite a bit of questions i had regarding the car parking dimensions, ev charging stations spots etc. With lack of clarity on their end we decided not to purchase a property here..wasn't keen on the RWH line passing through the balcony visibly and the windows in the bathrooms were quite narrow for being able to use the service of AC or geyser being placed in the Otis.."
R337519,1 Year,Risland The Ace,Very supportive CRM team...expecting ....every thing will fall in place...we have decided to go for it...yes we have spoken to many residents near by... about the location....no smoke kind of issues...other things manageable...
R337519,1 Year,Risland The Ace,Specs are good but location of project is near perungudi STP and old waste dump yard which is the biggest drawback of this project
R337519,1 Year,Risland The Ace,"Risland The Ace - one of the best property in this stretch of Perungudi to thrivuvanmiyur...it has a very good carpet area I never seen 1200 sft 2 bhk so big in carpet whereas casagrand and akshaya is giving a less carpet if client buys in casa or akshaya or appasamy sure it would be a loss to the buyer since the quoted carpet area is not there in reality...they pay high for the built up area but end up using a lesser carpet...so i felt the carpet area is awesome..location advantage is the major usp, road will be paved by the corporation since I got this info from the chennai corporation, and there is no new dumping is happening with in two years I surely feel this Perungudi and this project Ace would be alandmark project since the total ambiance of the area would change for sure..happy to be apart of Risland owner.."
R337519,1 Year,Risland The Ace,Good Project location which is nearly 400mtrs away OMR Main Road and unique landscape design when compared to other developers and good Amenities etc.. Good value of Money.
R337519,1 Year,Risland The Ace,"A WOW product , Quality, landscape & pression steal the show ,A international Condo at our Home town , A right product with 100% backup including AC ,guest rooms which suffice the need of the hour post COVID have hygiene by providing smart home mean post COVID with concierge service to meet your visitors in 5 star Lobby & conference room with work from home work space , 5 Levels of security , To summarise it's value for money and it's more a lifestyle transformation, I am a proud owner & from Amazon we close knit grabbed a good deal , I will definitely recommend to all my friends"
R337519,1 Year,Risland The Ace,Lobby stinks of Perungudi burning and has plenty of mosquito 🦟. First impression is Not the best impression. I won't go back. …
R337519,1 Year,Risland The Ace,The ace by risland is nothing less than a dream house aided with latest technology and design.. I'm eagerly looking forward to set up my home in this project
R337519,1 Year,Risland The Ace,location is Well connected to all facilities and amenities.Good place to invest and good appreciation will happen in the coming years.
R337519,1 Year,Risland The Ace,The Ace by Risland is a Chinese company. They know to cheat people.They have cheated me. Please be careful. Think 10 times before investing.
R337519,1 Year,Risland The Ace,Near the Perungudi dump yard and sewage dumping point. The approach road s battered due to the heavy traffic of sewage tankers and also dump trucks.
R337519,1 Year,Risland The Ace,"Excellent material using for building, luxury look with lots of amenities value for money."
R337519,2 Years,Risland The Ace,Value for money. True international company. Good standard and one of the good property in OMR
R337519,2 Years,Risland The Ace,"best Location, super construction, fancy sales office , courteous staff and global repute brand . Go check it out for yourself"
R337519,2 Years,Risland The Ace,"The staff is amazing , Its more a lifestyle and I have loved my visit at Ace and will always recommend it my friends.."
R337519,2 Years,Risland The Ace,"Location, price and quality is good. Wonderful apartment."
R337519,2 Years,Risland The Ace,Could able to feel the quality by their presentation. No doubt but fantastic project.
R337519,2 Years,Risland The Ace,construction quality is good... great location and best price....
R337519,2 Years,Risland The Ace,"An international Condo project at our home ground , A must visit and must buy one , Value for Money"
R270729,2 Years,ATS Rhapsody,Nice place to live but losing its value because of project and maintenance team. Very bad experience
R270729,2 Years,ATS Rhapsody,"we living here since oct24 we can see quality of construction is not good , tiles and all fitting's quality of the handover flat is very poor, due to that lot of seepage issue . Club house in the middle of the park is still under construction, no separate kids play area."
R270729,2 Years,ATS Rhapsody,ATS is not just your trusted realty partner but is also an emotion that accords to the feeling of walking across lush green pathways and architecture leading towards aesthetically designed condominiums amidst congenial living spaces that promise affordable living caressed by the comforts of luxury ATS is not just your trusted realty partner but is also an emotion that accords to the feeling of walking across lush green pathways and architecture leading towards aesthetically designed condominiums amidst congenial living spaces that promise affordable living caressed by the comforts of luxury
R270729,2 Years,ATS Rhapsody,"Good spacious flats , very few families residing. Common area is still under construction stage, it will take atleast a year for 50% occupancy. Location is good as it's very near to Noida sector 75 Metro. Market is also very near ."
R270729,2 Years,ATS Rhapsody,Great location and small density society. Currently under-construction stage
R270729,2 Years,ATS Rhapsody,"ATS is more than a reliable realty partner; it embodies the joy of strolling through green pathways and well-designed condominiums, offering affordable living with a touch of luxury. Negetive point 👉 As a contractor ATS never give payment at time always using 3rd quality material in my opinion don't buy this property"
R270729,2 Years,ATS Rhapsody,Best society in noida extension with Best floor plan and amenities
R270729,1 year,ATS Rhapsody,As a contractor ATS never give payment at time always using 3rd quality material in my opinion don't buy this property
R270729,1 year,ATS Rhapsody,Best project in Greater Noida West. ATS builders always prefer to meet the commitments which are sold to their customers. Once completed the project will be a star among all Greater Noida West projects. The layout of the project is also very good along with well connected location.
R270729,2 Years,ATS Rhapsody,"Premium Project from ATS , this is going to be one of the best in Greater Noida West. Directly connected to Noida via the new bridge on hindon , so no need to go towards Gaur Chowk to reach Noida or South Delhi."
R270729,2 Years,ATS Rhapsody,Desperately slow pace of work Booked my apartment in 2017 and am waiting since 21 as agreement read date as 48 months from booking. Never expected this from ATS
R270729,2 Years,ATS Rhapsody,"Another project located in Gr. Noida West, hopefully giving possesion in coming time."
R270729,2 Years,ATS Rhapsody,"Poor quality construction with inordinate delay, quality compromised on every front.."
R270729,2 years,ATS Rhapsody,ATS projects are generally good. Expecting the same from this one too.
R270729,2 Years,ATS Rhapsody,One of the best upcoming project of Noida extension yet to deliver
R270729,2 Years,ATS Rhapsody,"Luxury Apartments , going to be a great and lavish place to live."
R270729,2 Years,ATS Rhapsody,Ats... Known for Trust... Excellent Location Attractive Payment Plan Good Project
R270729,2 Years,ATS Rhapsody,Very good quality of construction and best for invest money
R343921,2 Years,Pranavas One Hyderabad,"In center of Hyderabad huge commercial and residential complex. Close to everything of our needs ie. Hospitals,schools,malls, metro, hotel& restaurants etc."
R343921,2 Years,Pranavas One Hyderabad,"Very good location, prime area, only lucky persons will live there"
R343921,2 Years,Pranavas One Hyderabad,Best land mark and good project great progress
R343921,3 years,Pranavas One Hyderabad,"Pranava is one of the worst builders. We are suffering since last 4 years after purchasing their flat in Bangalore Pranava BSR Gitaar. Cheap quality materials used all across. Flat tiles all getting damaged. Seepage is common in flats, very shabby work. Drainage in washrooms doesnt have basic sloping and accumulates The external granites don't have cement under them, then have been broken on ground and fallen off from lifts. Interanal flat walls and ceilings have developed cracks within 1 year. The external building walls also has big cracks with paint all off. Even the structure seems not reliable now. Promised amenities not delivered. Basic water treatment mandated by govt doesn't work and capacity insufficient. Do not go with these cheats, talk to me to get the details of these non qualified and cheats"
R343921,2 Years,Pranavas One Hyderabad,"Pranava one Hyd Project at Near Metro Station & Good Atmosphere, Peaceful location I have seen, Team work is Doing in the project, well knowledge sr.Incharges & sr.Engineers. Experience Team is Doing Great Job in Project for Customer Satisfaction & Quality , Trusted project here to see."
R343921,2 years,Pranavas One Hyderabad,Best project in Hyderabad. The most important thing is here two projects one is commercial and the second is residential.
R343921,2 Years,Pranavas One Hyderabad,Best quality...i m most satisfied with their quality of our flat in guitar banglore
R343921,2 Years,Pranavas One Hyderabad,One of the best Developer in Hyderabad of making premium luxury projects.
R343921,2 Years,Pranavas One Hyderabad,Best quality of Construction in city
R343921,2 Years,Pranavas One Hyderabad,An excellent commercial working place and residential building
R391339,2 Years,Westroad Iconic,"My recent visit at Westroad Iconic was good experience. It is a good project, ready for possession. Flat layouts are very good . No wastage of space. There is a beautiful decorated roof."
R391339,2 Years,Westroad Iconic,"This residential project in a rapidly growing suburb stands out for its excellent build quality and thoughtful design. The builder’s team, including engineers and back-office staff, goes above and beyond to address customer needs, crafting tailored solutions with care and professionalism. Their commitment to delivering a seamless experience makes this project a top choice for anyone seeking a modern, well-built home in a promising location. A truly customer-focused development!"
R391339,2 years,Westroad Iconic,I really liked the elevation. One of the best projects in Rajarhat.
R391339,2 Years,Westroad Iconic,"Nice elevation and the location is also very good, looking forward to it."
R391339,2 Years,Westroad Iconic,Nice elevation & they are concernt person is very professional
R391339,2 Years,Westroad Iconic,"Superb location, i am really impressed with the elevation.."
